LAT,LON,YEAR,MO,DY,PRECTOT,QV2M,RH2M,PS,T2M_RANGE,TS,T2MDEW,T2MWET,T2M_MAX,T2M_MIN,T2M,WS50M_MIN,WS10M_MIN,WS50M_MAX,WS10M_MAX
-27.63599,-65.33749,2000,05,27,    0.00,    7.41,   72.94,   94.43,   13.62,   13.36,    8.51,    8.51,   20.91,    7.29,   13.37,    0.58,    0.26,    4.92,    4.30
-27.63599,-65.33749,2000,05,28,    0.00,    8.22,   75.64,   94.08,   12.39,   14.48,   10.07,   10.07,   21.72,    9.33,   14.34,    1.37,    0.79,    7.76,    6.25
-27.63599,-65.33749,2000,05,29,    0.00,    8.45,   71.73,   93.91,   14.08,   15.58,   10.37,   10.37,   23.73,    9.65,   15.56,    1.68,    1.12,    4.93,    2.57
-27.63599,-65.33749,2000,05,30,    0.06,    7.66,   69.70,   94.58,    9.86,   14.77,    9.10,    9.10,   20.09,   10.23,   14.59,    2.25,    1.73,    6.01,    4.21
-27.63599,-65.33749,2000,05,31,    0.14,    6.65,   72.30,   94.68,   10.25,   12.50,    7.05,    7.05,   17.16,    6.92,   11.90,    1.68,    1.04,    5.08,    4.43
-27.63599,-65.33749,2000,06,01,    0.09,    6.13,   72.35,   94.65,    8.35,   11.10,    5.88,    5.89,   15.56,    7.21,   10.66,    2.72,    1.22,    7.62,    6.33
-27.63599,-65.33749,2000,06,02,    0.00,    6.66,   74.52,   94.15,   13.04,   11.69,    6.94,    6.94,   18.96,    5.92,   11.38,    1.14,    0.52,    6.02,    4.40
-27.63599,-65.33749,2000,06,03,    0.00,    8.28,   77.39,   94.03,   12.94,   14.01,   10.05,   10.05,   21.61,    8.67,   14.08,    0.44,    0.31,    6.97,    5.50
-27.63599,-65.33749,2000,06,04,    0.00,    9.51,   81.78,   93.88,   12.13,   15.41,   12.18,   12.18,   22.74,   10.60,   15.35,    1.18,    0.71,    4.92,    4.16
-27.63599,-65.33749,2000,06,05,    0.70,   10.01,   74.42,   93.88,   13.38,   17.42,   12.84,   12.84,   25.55,   12.16,   17.63,    1.04,    0.48,    6.46,    3.66
-27.63599,-65.33749,2000,06,06,    4.72,    9.10,   85.26,   94.59,    5.48,   14.45,   11.67,   11.67,   17.13,   11.65,   14.14,    3.30,    2.11,    5.12,    3.74
-27.63599,-65.33749,2000,06,07,    0.50,    8.07,   77.05,   94.75,   10.37,   14.09,    9.91,    9.91,   20.13,    9.76,   13.88,    1.37,    0.99,    4.11,    3.27
-27.63599,-65.33749,2000,06,08,    0.00,    7.87,   74.80,   94.60,   10.42,   13.45,    9.46,    9.46,   19.97,    9.55,   13.92,    1.15,    0.80,    5.18,    4.46
-27.63599,-65.33749,2000,06,09,    0.15,    9.96,   84.42,   94.23,    9.08,   15.84,   12.97,   12.97,   21.09,   12.01,   15.63,    3.04,    1.46,    5.81,    4.94
-27.63599,-65.33749,2000,06,10,    0.07,    8.93,   72.86,   94.30,   12.99,   16.16,   11.21,   11.22,   24.17,   11.17,   16.25,    0.76,    0.34,    5.80,    4.82
-27.63599,-65.33749,2000,06,11,    0.10,    9.09,   83.96,   94.13,    7.62,   14.64,   11.59,   11.60,   19.20,   11.58,   14.29,    3.38,    1.80,    5.02,    4.24
-27.63599,-65.33749,2000,06,12,    0.00,    9.16,   72.33,   93.43,   13.68,   16.16,   11.29,   11.30,   24.68,   11.00,   16.61,    0.56,    0.29,    5.26,    4.41
-27.63599,-65.33749,2000,06,13,    0.00,    8.70,   62.81,   93.13,   13.94,   16.77,   10.33,   10.34,   26.66,   12.72,   17.99,    1.08,    0.68,    5.11,    4.28
-27.63599,-65.33749,2000,06,14,    0.00,    7.61,   54.08,   92.94,   15.40,   16.93,    8.00,    8.02,   27.47,   12.07,   18.21,    1.48,    0.85,    5.85,    4.60
-27.63599,-65.33749,2000,06,15,    2.10,    8.34,   75.70,   93.86,    8.92,   14.22,   10.05,   10.05,   18.61,    9.69,   14.51,    5.24,    2.91,    9.08,    7.32
-27.63599,-65.33749,2000,06,16,    1.13,    5.66,   78.46,   95.02,    7.31,    8.91,    4.76,    4.77,   12.01,    4.71,    8.34,    3.68,    2.06,    5.92,    4.43
-27.63599,-65.33749,2000,06,17,    0.19,    4.28,   72.45,   95.20,    8.02,    6.22,    0.87,    0.89,   10.28,    2.26,    5.45,    4.01,    2.35,    5.47,    4.63
-27.63599,-65.33749,2000,06,18,    0.01,    3.92,   68.45,   95.18,   11.24,    5.85,   -0.29,   -0.27,   11.56,    0.32,    5.03,    2.44,    1.45,    4.41,    3.61
-27.63599,-65.33749,2000,06,19,    0.00,    4.14,   70.47,   95.01,   11.68,    6.13,    0.38,    0.40,   11.81,    0.13,    5.35,    0.88,    0.69,    4.41,    3.32
-27.63599,-65.33749,2000,06,20,    0.00,    4.51,   70.74,   94.88,   13.51,    6.64,    1.54,    1.55,   14.36,    0.84,    6.51,    1.03,    0.61,    4.63,    3.31
-27.63599,-65.33749,2000,06,21,    0.00,    5.34,   67.68,   94.28,   16.10,    8.95,    3.80,    3.81,   18.94,    2.84,    9.53,    0.90,    0.60,    5.93,    4.88
-27.63599,-65.33749,2000,06,22,    0.00,    5.94,   63.52,   93.56,   14.72,   10.66,    5.07,    5.08,   20.63,    5.91,   11.97,    0.24,    0.21,    5.20,    4.46
-27.63599,-65.33749,2000,06,23,    0.00,    6.64,   61.00,   93.03,   13.28,   12.40,    6.42,    6.43,   22.40,    9.13,   14.21,    0.99,    0.53,    4.84,    4.36
-27.63599,-65.33749,2000,06,24,    0.00,    4.00,   35.39,   93.32,   16.04,   12.85,   -0.78,   -0.67,   24.87,    8.84,   14.87,    2.40,    1.32,    7.11,    5.66
-27.63599,-65.33749,2000,06,25,    0.00,    4.61,   52.54,   94.14,   12.96,    9.69,    1.63,    1.65,   18.51,    5.56,   11.11,    1.00,    0.66,    4.01,    3.33
-27.63599,-65.33749,2000,06,26,    0.00,    5.02,   56.61,   94.23,   13.31,   10.32,    2.86,    2.88,   19.64,    6.33,   11.29,    1.43,    1.32,    4.34,    2.75
-27.63599,-65.33749,2000,06,27,    0.00,    5.98,   62.82,   93.36,   17.74,   11.25,    5.13,    5.14,   21.94,    4.19,   12.22,    1.08,    0.55,    6.38,    5.36
-27.63599,-65.33749,2000,06,28,    0.00,    4.43,   43.44,   93.54,   13.00,   12.21,    0.81,    0.87,   21.70,    8.70,   13.30,    1.98,    1.16,    7.94,    6.58
-27.63599,-65.33749,2000,06,29,    0.00,    3.92,   43.55,   93.79,   14.46,   10.61,   -0.72,   -0.65,   20.55,    6.08,   11.45,    1.08,    0.99,    5.66,    2.95
-27.63599,-65.33749,2000,06,30,    0.00,    5.05,   51.94,   93.64,   16.68,   11.49,    2.77,    2.79,   22.49,    5.81,   12.58,    1.26,    0.71,    5.09,    4.38
-27.63599,-65.33749,2000,07,01,    1.22,    5.95,   52.76,   93.39,   17.16,   13.68,    5.06,    5.08,   25.65,    8.49,   14.83,    1.20,    0.76,    8.17,    6.56
-27.63599,-65.33749,2000,07,02,    0.60,    4.79,   59.93,   94.69,   12.35,    9.91,    2.21,    2.24,   17.40,    5.05,    9.82,    0.67,    0.43,    6.67,    4.09
-27.63599,-65.33749,2000,07,03,    0.00,    3.95,   50.65,   94.93,   15.08,    8.89,   -0.27,   -0.22,   18.43,    3.35,    9.49,    1.12,    0.60,    7.66,    6.32
-27.63599,-65.33749,2000,07,04,    0.00,    4.38,   48.60,   94.53,   16.64,   10.72,    1.03,    1.07,   21.76,    5.12,   11.59,    1.07,    0.62,    4.68,    3.98
-27.63599,-65.33749,2000,07,05,    0.00,    5.15,   46.29,   94.00,   16.15,   12.54,    3.10,    3.13,   24.24,    8.09,   14.72,    0.38,    0.10,    3.77,    3.24
-27.63599,-65.33749,2000,07,06,    0.00,    6.55,   46.61,   93.43,   16.33,   15.58,    6.23,    6.25,   28.03,   11.70,   18.27,    0.18,    0.05,    3.96,    2.85
-27.63599,-65.33749,2000,07,07,    0.00,    7.24,   54.92,   93.51,   13.25,   16.42,    7.85,    7.86,   25.34,   12.09,   17.27,    3.17,    2.08,    7.14,    4.38
-27.63599,-65.33749,2000,07,08,    1.25,    6.18,   66.59,   94.08,    8.00,   12.52,    5.91,    5.91,   16.15,    8.15,   11.96,    3.86,    2.99,    6.57,    4.79
-27.63599,-65.33749,2000,07,09,    5.66,    4.81,   80.44,   94.44,    4.65,    6.22,    2.39,    2.40,    8.09,    3.44,    5.52,    3.82,    2.68,    5.31,    4.50
-27.63599,-65.33749,2000,07,10,    0.79,    3.69,   65.54,   94.93,    7.43,    5.25,   -1.33,   -1.29,    9.15,    1.73,    4.73,    4.36,    2.76,   10.20,    8.35
-27.63599,-65.33749,2000,07,11,    0.02,    2.85,   57.72,   95.62,    9.23,    3.31,   -4.53,   -4.43,    8.13,   -1.10,    2.96,    3.40,    1.85,    6.99,    5.85
-27.63599,-65.33749,2000,07,12,    0.00,    2.53,   52.75,   95.70,   12.77,    2.59,   -5.93,   -5.79,   10.25,   -2.52,    2.57,    0.76,    0.48,    4.61,    2.85
-27.63599,-65.33749,2000,07,13,    0.00,    2.72,   54.93,   95.47,   12.29,    2.60,   -5.09,   -4.99,   10.31,   -1.98,    2.98,    0.12,    0.06,    5.51,    4.74
-27.63599,-65.33749,2000,07,14,    0.00,    3.35,   50.80,   94.45,   19.22,    6.14,   -2.57,   -2.49,   18.26,   -0.96,    6.97,    1.15,    0.62,    5.56,    2.95
-27.63599,-65.33749,2000,07,15,    0.00,    3.58,   52.39,   95.06,   14.47,    7.08,   -1.58,   -1.52,   16.11,    1.63,    7.57,    0.42,    0.30,    6.11,    3.58
-27.63599,-65.33749,2000,07,16,    0.00,    3.81,   64.42,   95.05,   13.12,    5.24,   -0.71,   -0.68,   12.78,   -0.34,    5.46,    0.58,    0.42,    4.23,    3.82
-27.63599,-65.33749,2000,07,17,    0.00,    3.94,   55.01,   94.22,   17.26,    7.32,   -0.41,   -0.37,   18.27,    1.01,    8.11,    0.43,    0.26,    5.27,    4.50
-27.63599,-65.33749,2000,07,18,    0.00,    4.23,   57.66,   94.88,   12.50,    8.23,    0.68,    0.71,   16.13,    3.63,    8.58,    0.98,    0.63,    6.80,    4.17
-27.63599,-65.33749,2000,07,19,    0.00,    3.80,   53.18,   95.12,   14.20,    7.62,   -0.77,   -0.71,   16.70,    2.50,    8.24,    0.91,    1.20,    5.24,    2.89
-27.63599,-65.33749,2000,07,20,    0.00,    4.29,   49.16,   93.81,   16.89,    9.73,    0.58,    0.63,   21.23,    4.34,   11.00,    0.79,    0.49,    5.45,    4.43
-27.63599,-65.33749,2000,07,21,    0.46,    4.71,   53.87,   93.55,   13.70,   10.27,    1.91,    1.94,   18.91,    5.21,   10.97,    0.61,    0.47,   11.51,    9.67
-27.63599,-65.33749,2000,07,22,    0.00,    3.30,   47.19,   94.86,   12.38,    7.82,   -2.75,   -2.65,   15.26,    2.88,    7.85,    0.56,    0.36,    8.31,    6.55
-27.63599,-65.33749,2000,07,23,    0.00,    3.32,   40.52,   95.04,   15.13,    8.83,   -2.66,   -2.55,   19.70,    4.57,   10.25,    2.02,    1.36,    5.62,    3.42
-27.63599,-65.33749,2000,07,24,    0.00,    4.03,   42.38,   94.21,   18.54,   10.99,   -0.14,   -0.09,   23.26,    4.72,   12.37,    0.28,    0.21,    6.17,    5.19
-27.63599,-65.33749,2000,07,25,    0.00,    4.48,   49.37,   94.89,   13.99,   11.34,    1.45,    1.48,   20.13,    6.15,   11.74,    2.45,    1.42,    5.89,    4.15
-27.63599,-65.33749,2000,07,26,    0.00,    4.49,   49.38,   94.52,   17.55,   10.98,    1.42,    1.45,   21.74,    4.19,   11.72,    0.93,    0.45,    9.41,    7.69
-27.63599,-65.33749,2000,07,27,    0.00,    5.01,   48.17,   94.49,   16.15,   12.50,    2.92,    2.95,   23.45,    7.30,   13.75,    0.21,    0.03,    6.68,    3.61
-27.63599,-65.33749,2000,07,28,    0.00,    5.60,   56.27,   94.89,   12.98,   12.57,    4.58,    4.59,   20.80,    7.82,   13.15,    2.38,    1.38,    6.10,    3.73
-27.63599,-65.33749,2000,07,29,    0.00,    6.09,   67.34,   94.64,   11.73,   11.34,    5.79,    5.80,   18.53,    6.79,   11.64,    0.53,    0.31,    4.45,    3.83
-27.63599,-65.33749,2000,07,30,    0.00,    5.44,   60.01,   94.50,   14.44,   11.43,    4.14,    4.15,   20.15,    5.71,   11.67,    0.10,    0.04,    4.72,    3.75
-27.63599,-65.33749,2000,07,31,    0.00,    5.78,   58.89,   94.16,   17.48,   12.43,    4.91,    4.92,   22.59,    5.11,   12.81,    0.84,    0.50,    6.77,    5.62
-27.63599,-65.33749,2000,08,01,    0.00,    6.62,   53.68,   93.89,   17.28,   15.07,    6.61,    6.62,   26.07,    8.80,   16.30,    0.03,    0.05,    5.78,    3.42
-27.63599,-65.33749,2000,08,02,    0.00,    5.99,   56.33,   94.85,   10.96,   14.45,    5.56,    5.56,   20.09,    9.13,   14.16,    2.46,    1.41,    8.82,    6.18
-27.63599,-65.33749,2000,08,03,    0.00,    5.42,   59.26,   95.12,   11.36,   12.32,    3.96,    3.98,   17.65,    6.29,   11.88,    1.31,    0.71,    6.31,    5.33
-27.63599,-65.33749,2000,08,04,    0.00,    7.92,   72.07,   94.36,   10.43,   14.67,    9.48,    9.48,   20.73,   10.31,   14.56,    2.51,    1.13,   10.05,    8.16
-27.63599,-65.33749,2000,08,05,    0.00,    7.43,   58.47,   94.22,   15.81,   16.24,    8.30,    8.32,   25.84,   10.03,   16.81,    0.25,    0.22,    4.69,    3.02
-27.63599,-65.33749,2000,08,06,    0.00,    7.24,   50.18,   94.01,   16.85,   17.42,    8.02,    8.03,   28.40,   11.56,   18.80,    0.28,    0.06,    5.46,    4.65
-27.63599,-65.33749,2000,08,07,    0.00,    8.12,   48.58,   93.93,   15.69,   20.04,    9.77,    9.77,   30.03,   14.34,   21.15,    1.08,    0.67,    4.14,    3.55
-27.63599,-65.33749,2000,08,08,    0.00,    9.10,   58.13,   93.98,   13.52,   20.45,   11.55,   11.55,   27.91,   14.39,   20.09,    2.03,    1.96,    6.74,    4.26
-27.63599,-65.33749,2000,08,09,    0.01,    5.88,   58.12,   95.00,    7.02,   14.14,    4.92,    4.93,   16.33,    9.31,   13.42,    3.52,    2.47,    7.35,    5.06
-27.63599,-65.33749,2000,08,10,    0.00,    4.14,   55.71,   95.60,    8.86,    9.87,    0.49,    0.53,   13.82,    4.96,    8.88,    4.06,    2.25,    5.79,    4.65
-27.63599,-65.33749,2000,08,11,    0.00,    3.80,   57.13,   95.67,    9.18,    8.24,   -0.66,   -0.62,   12.19,    3.01,    7.25,    4.55,    2.53,    7.32,    6.50
-27.63599,-65.33749,2000,08,12,    0.00,    3.61,   52.52,   94.91,   15.30,    8.34,   -1.47,   -1.41,   15.56,    0.27,    7.62,    1.68,    0.95,    7.98,    6.90
-27.63599,-65.33749,2000,08,13,    0.00,    4.51,   53.09,   94.01,   18.27,   10.72,    1.39,    1.42,   20.29,    2.03,   10.62,    0.78,    0.31,    6.64,    5.71
-27.63599,-65.33749,2000,08,14,    0.00,    4.77,   42.71,   94.04,   16.41,   14.09,    2.12,    2.17,   24.40,    7.99,   14.80,    0.74,    0.38,    7.76,    6.62
-27.63599,-65.33749,2000,08,15,    0.00,    4.46,   45.68,   94.90,   14.23,   13.21,    1.40,    1.44,   20.74,    6.51,   12.85,    1.85,    1.35,    6.35,    4.81
-27.63599,-65.33749,2000,08,16,    0.00,    4.44,   44.29,   94.26,   18.40,   13.18,    1.25,    1.28,   23.21,    4.81,   13.17,    1.39,    0.84,    7.28,    6.18
-27.63599,-65.33749,2000,08,17,    0.00,    4.82,   37.62,   94.36,   16.06,   16.06,    2.31,    2.35,   26.14,   10.08,   16.98,    1.43,    0.85,    5.26,    4.44
-27.63599,-65.33749,2000,08,18,    0.00,    7.07,   50.30,   94.18,   18.56,   18.11,    7.68,    7.69,   28.14,    9.58,   18.41,    1.34,    0.66,   11.20,    9.17
-27.63599,-65.33749,2000,08,19,    0.00,    8.35,   46.77,   93.70,   18.28,   21.71,   10.05,   10.06,   32.14,   13.86,   22.19,    0.79,    0.21,    5.21,    3.80
-27.63599,-65.33749,2000,08,20,    0.00,    8.78,   49.55,   93.94,   13.02,   22.51,   10.99,   10.99,   29.00,   15.98,   22.10,    3.82,    2.17,    6.37,    4.76
-27.63599,-65.33749,2000,08,21,    0.00,    9.65,   53.49,   93.64,   14.49,   22.66,   12.35,   12.35,   29.93,   15.44,   22.34,    1.48,    1.31,    5.60,    4.30
-27.63599,-65.33749,2000,08,22,    0.00,    9.02,   58.58,   93.91,   10.78,   20.61,   11.43,   11.43,   26.13,   15.35,   19.81,    4.07,    2.61,    7.21,    5.01
-27.63599,-65.33749,2000,08,23,    0.00,    7.93,   61.66,   93.99,   12.24,   18.35,    9.54,    9.54,   24.17,   11.93,   16.97,    1.84,    1.83,    6.08,    4.84
-27.63599,-65.33749,2000,08,24,    0.00,    7.54,   63.25,   93.93,   12.06,   17.18,    8.79,    8.79,   22.78,   10.72,   15.76,    2.66,    1.81,    6.58,    5.15
-27.63599,-65.33749,2000,08,25,    0.00,    6.68,   61.25,   93.94,   10.51,   15.39,    6.98,    6.98,   20.60,   10.08,   14.38,    2.76,    1.44,    6.21,    5.64
-27.63599,-65.33749,2000,08,26,    0.00,    4.99,   48.70,   94.08,   13.77,   14.45,    2.72,    2.75,   21.24,    7.47,   13.46,    0.98,    0.59,    6.46,    5.42
-27.63599,-65.33749,2000,08,27,    0.00,    3.94,   34.49,   93.90,   18.45,   15.74,   -0.60,   -0.50,   25.55,    7.10,   15.13,    0.63,    0.22,    9.65,    7.75
-27.63599,-65.33749,2000,08,28,    0.00,    3.49,   36.46,   94.15,   16.00,   13.21,   -2.15,   -2.03,   20.83,    4.83,   12.47,    1.24,    0.66,    6.00,    4.71
-27.63599,-65.33749,2000,08,29,    0.00,    4.03,   33.91,   93.94,   17.64,   15.81,   -0.19,   -0.12,   25.42,    7.78,   15.73,    0.78,    0.52,    5.78,    4.63
-27.63599,-65.33749,2000,08,30,    0.37,    5.38,   36.69,   93.57,   21.26,   19.01,    3.57,    3.61,   30.83,    9.56,   19.00,    0.38,    0.11,   14.63,   11.35
-27.63599,-65.33749,2000,08,31,    0.41,    2.78,   30.58,   94.92,   13.32,   13.30,   -5.03,   -4.79,   19.43,    6.10,   11.79,    2.96,    2.16,   13.93,   10.81
-27.63599,-65.33749,2000,09,01,    0.00,    2.94,   33.32,   94.56,   17.33,   12.05,   -4.23,   -4.07,   20.64,    3.32,   11.28,    0.66,    0.43,    4.99,    3.48
-27.63599,-65.33749,2000,09,02,    0.00,    3.26,   31.12,   94.84,   15.86,   13.81,   -2.84,   -2.71,   23.11,    7.25,   13.95,    0.96,    0.61,    5.53,    4.26
-27.63599,-65.33749,2000,09,03,    0.00,    3.61,   36.99,   94.84,   15.91,   13.07,   -1.45,   -1.37,   21.28,    5.37,   12.86,    1.09,    0.74,    7.52,    6.27
-27.63599,-65.33749,2000,09,04,    0.00,    3.63,   32.52,   94.38,   17.69,   15.02,   -1.51,   -1.41,   24.22,    6.53,   14.84,    0.37,    0.17,    5.42,    4.81
-27.63599,-65.33749,2000,09,05,    0.00,    4.20,   31.33,   94.35,   16.19,   17.69,    0.43,    0.50,   26.77,   10.57,   17.71,    1.07,    0.57,    5.24,    4.19
-27.63599,-65.33749,2000,09,06,    0.00,    6.55,   42.91,   93.80,   19.34,   19.80,    6.51,    6.52,   29.78,   10.44,   19.67,    0.65,    0.28,    9.31,    7.56
-27.63599,-65.33749,2000,09,07,    0.00,    5.53,   30.94,   93.30,   19.23,   22.04,    3.48,    3.55,   32.59,   13.35,   22.15,    1.22,    0.61,    6.61,    5.66
-27.63599,-65.33749,2000,09,08,    0.00,    5.88,   30.45,   93.11,   18.45,   23.03,    4.47,    4.51,   32.78,   14.34,   23.41,    1.10,    0.94,    4.58,    3.92
-27.63599,-65.33749,2000,09,09,    0.00,    6.32,   31.70,   92.94,   17.55,   24.04,    5.03,    5.10,   33.70,   16.15,   23.91,    1.64,    1.10,    7.07,    6.03
-27.63599,-65.33749,2000,09,10,    0.00,    4.87,   23.02,   92.69,   23.30,   24.61,    0.85,    0.98,   37.43,   14.13,   24.87,    1.32,    0.73,    9.14,    5.54
-27.63599,-65.33749,2000,09,11,    0.00,    3.65,   25.96,   93.72,   14.09,   19.62,   -1.58,   -1.45,   25.67,   11.58,   18.39,    4.70,    2.44,   11.40,    7.78
-27.63599,-65.33749,2000,09,12,    0.00,    3.75,   35.86,   94.11,   14.55,   15.48,   -1.16,   -1.07,   21.93,    7.38,   13.80,    2.78,    1.50,    7.20,    4.86
-27.63599,-65.33749,2000,09,13,    0.16,    4.62,   49.98,   94.50,   11.84,   13.66,    1.75,    1.78,   18.63,    6.79,   11.96,    3.89,    2.56,    8.06,    6.01
-27.63599,-65.33749,2000,09,14,    0.52,    4.85,   58.25,   95.13,    9.69,   12.58,    2.60,    2.62,   16.33,    6.64,   10.50,    3.87,    3.24,    6.27,    4.70
-27.63599,-65.33749,2000,09,15,    0.26,    4.70,   57.94,   95.05,   13.07,   12.00,    2.19,    2.21,   17.60,    4.53,   10.09,    2.44,    1.70,    6.09,    4.42
-27.63599,-65.33749,2000,09,16,    0.00,    4.71,   46.15,   94.62,   18.14,   14.67,    2.16,    2.19,   22.98,    4.84,   13.51,    2.57,    1.81,    7.75,    6.50
-27.63599,-65.33749,2000,09,17,    0.00,    5.48,   41.73,   93.97,   19.95,   17.85,    4.11,    4.13,   27.51,    7.56,   17.32,    2.18,    1.14,    9.85,    8.33
-27.63599,-65.33749,2000,09,18,    0.00,    5.39,   33.07,   93.87,   18.45,   20.83,    3.37,    3.44,   30.85,   12.40,   20.75,    0.71,    0.27,    8.92,    7.37
-27.63599,-65.33749,2000,09,19,    0.00,    8.02,   49.88,   93.74,   18.16,   20.99,    9.58,    9.58,   29.39,   11.23,   20.49,    0.92,    0.53,    8.10,    6.83
-27.63599,-65.33749,2000,09,20,    0.00,    4.93,   25.75,   93.60,   16.85,   23.70,    1.18,    1.33,   32.79,   15.94,   23.38,    2.77,    1.56,    9.01,    7.14
-27.63599,-65.33749,2000,09,21,    0.00,    4.07,   31.00,   94.67,   14.51,   18.70,   -0.05,    0.04,   25.35,   10.83,   17.45,    2.23,    1.33,    7.28,    4.93
-27.63599,-65.33749,2000,09,22,    0.00,    4.88,   35.42,   94.26,   17.03,   18.81,    2.35,    2.40,   26.94,    9.91,   18.12,    3.43,    1.83,   11.01,    9.04
-27.63599,-65.33749,2000,09,23,    0.00,    4.71,   29.18,   93.71,   18.71,   21.25,    1.97,    2.02,   30.93,   12.23,   20.59,    0.32,    0.19,   10.65,    9.27
-27.63599,-65.33749,2000,09,24,    0.00,    3.16,   28.62,   95.12,   12.99,   16.73,   -3.23,   -3.07,   22.03,    9.04,   14.80,    3.30,    1.76,    5.87,    4.00
-27.63599,-65.33749,2000,09,25,    0.00,    3.02,   29.44,   95.13,   17.64,   14.86,   -3.74,   -3.58,   22.79,    5.16,   13.69,    1.97,    1.09,    7.98,    7.02
-27.63599,-65.33749,2000,09,26,    0.00,    3.09,   26.98,   94.92,   18.68,   16.29,   -3.49,   -3.32,   25.35,    6.67,   15.35,    1.40,    0.73,    8.66,    7.22
-27.63599,-65.33749,2000,09,27,    0.00,    2.96,   22.02,   94.35,   21.20,   18.40,   -4.12,   -3.91,   28.87,    7.68,   17.77,    0.83,    0.53,    9.39,    7.70
